"Page ID","Page name","Data comment",Date,"Unique user engagements","Overall negative feedback","Overall negative feedback: Hide all","Overall negative feedback: Hide","Overall negative feedback: Report as spam","Overall negative feedback: Unlike Page","Overall negative feedback: Click X button","Unique negative feedback from users","Unique negative feedback from users: Hide all","Unique negative feedback from users: Hide","Unique negative feedback from users: Unlike Page","Unique negative feedback from users: Report as spam","Unique negative feedback from users: Click X button"
423008958154572,"Bidhaan Health & Beauty",,01/31/2024,6,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/01/2024,4,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/02/2024,13,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/03/2024,7,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/04/2024,3,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/05/2024,24,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/06/2024,6,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/07/2024,28,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/08/2024,18,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/09/2024,3,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/10/2024,50,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/11/2024,47,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/12/2024,21,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/13/2024,20,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/14/2024,12,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/15/2024,10,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/16/2024,9,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/17/2024,33,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/18/2024,44,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/19/2024,9,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/20/2024,36,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/21/2024,10,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/22/2024,41,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/23/2024,39,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/24/2024,129,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/25/2024,60,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/26/2024,71,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/27/2024,118,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/28/2024,359,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,02/29/2024,101,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/01/2024,76,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/02/2024,42,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/03/2024,11,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/04/2024,13,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/05/2024,12,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/06/2024,9,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/07/2024,5,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/08/2024,4,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/09/2024,125,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/10/2024,199,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/11/2024,110,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/12/2024,115,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/13/2024,162,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/14/2024,126,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/15/2024,97,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/16/2024,139,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/17/2024,44,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/18/2024,44,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/19/2024,55,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/20/2024,171,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/21/2024,107,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/22/2024,136,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/23/2024,146,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/24/2024,12,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/25/2024,32,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/26/2024,7,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/27/2024,26,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/28/2024,22,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/29/2024,2,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/30/2024,58,0,0,0,0,0,0,0,0,0,0,0,0
423008958154572,"Bidhaan Health & Beauty",,03/31/2024,8,0,0,0,0,0,0,0,0,0,0,0,0
